Journal Name,SCIE,Impact Factor,Quartile,Alias,ISSN,EISSN,JIF5Years,Category
AMERICAN JOURNAL OF BIOETHICS,SCIE,17.0,,AM J BIOETHICS,1526-5161,1536-0075,12.3,"SOCIAL SCIENCES, BIOMEDICAL|Q1|1/46"
Nature Aging,SCIE,17.0,,NATURE AGING,N/A,2662-8465,17.0,NEUROSCIENCES|Q1|5/310
EUROPEAN JOURNAL OF HEART FAILURE,SCIE,16.9,,EUR J HEART FAIL,1388-9842,1879-0844,16.2,CARDIAC & CARDIOVASCULAR SYSTEMS|Q1|5/220
Nature Reviews Psychology,SCIE,16.8,,NAT REV PSYCHOL,N/A,2731-0574,16.8,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|4/218"
Wiley Interdisciplinary Reviews-Computational Molecular Science,SCIE,16.8,,WIRES COMPUT MOL SCI,1759-0876,1759-0884,20.0,MATHEMATICAL & COMPUTATIONAL BIOLOGY|Q1|1/65
Nano Energy,SCIE,16.8,,NANO ENERGY,2211-2855,2211-3282,16.3,"PHYSICS, APPLIED|Q1|10/179"
INTERNATIONAL MATERIALS REVIEWS,SCIE,16.8,,INT MATER REV,0950-6608,1743-2804,18.7,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q1|24/438"
Military Medical Research,SCIE,16.7,,MILITARY MED RES,2095-7467,2054-9369,14.8,"MEDICINE, GENERAL & INTERNAL|Q1|9/325"
TRENDS IN COGNITIVE SCIENCES,SCIE,16.7,,TRENDS COGN SCI,1364-6613,1879-307X,21.8,"PSYCHOLOGY, EXPERIMENTAL|Q1|2/99"
TRENDS IN ECOLOGY & EVOLUTION,SCIE,16.7,,TRENDS ECOL EVOL,0169-5347,1872-8383,18.2,GENETICS & HEREDITY|Q1|3/191
BEHAVIORAL AND BRAIN SCIENCES,SCIE,16.6,,BEHAV BRAIN SCI,0140-525X,1469-1825,16.6,"PSYCHOLOGY, BIOLOGICAL|Q1|1/18"
EUROPEAN RESPIRATORY JOURNAL,SCIE,16.6,,EUR RESPIR J,0903-1936,1399-3003,17.6,RESPIRATORY SYSTEM|Q1|4/100
NUCLEIC ACIDS RESEARCH,SCIE,16.6,,NUCLEIC ACIDS RES,0305-1048,1362-4962,16.1,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q1|6/313
CIRCULATION RESEARCH,SCIE,16.5,,CIRC RES,0009-7330,1524-4571,20.3,PERIPHERAL VASCULAR DISEASE|Q1|2/96
NEURO-ONCOLOGY,SCIE,16.4,,NEURO-ONCOLOGY,1522-8517,1523-5866,14.9,ONCOLOGY|Q1|15/322
ACCOUNTS OF CHEMICAL RESEARCH,SCIE,16.4,,ACCOUNTS CHEM RES,0001-4842,1520-4898,20.2,"CHEMISTRY, MULTIDISCIPLINARY|Q1|12/230"
ACTA NUMERICA,SCIE,16.3,,ACTA NUMER,0962-4929,1474-0508,18.8,MATHEMATICS|Q1|1/489
PSYCHOTHERAPY AND PSYCHOSOMATICS,SCIE,16.3,,PSYCHOTHER PSYCHOSOM,0033-3190,1423-0348,17.5,PSYCHOLOGY|Q1|4/92
National Science Review,SCIE,16.3,,NATL SCI REV,2095-5138,2053-714X,18.6,MULTIDISCIPLINARY SCIENCES|Q1|7/134
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,SCIE,16.3,,RENEW SUST ENERG REV,1364-0321,1879-0690,16.8,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q1|3/91
IEEE Geoscience and Remote Sensing Magazine,SCIE,16.2,,IEEE GEOSC REM SEN M,2473-2397,2168-6831,15.6,REMOTE SENSING|Q1|1/62
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,SCIE,16.1,,ANGEW CHEM INT EDIT,1433-7851,1521-3773,16.2,"CHEMISTRY, MULTIDISCIPLINARY|Q1|13/230"
Journal of Eastern European and Central Asian Research,SCIE,1.6,,J E EUR CENT ASIAN R,2328-8272,2328-8280,1.4,ECONOMICS|Q2|273/597
Journal of Low Power Electronics and Applications,SCIE,1.6,,J LOW POWER ELECT AP,N/A,2079-9268,N/A,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
JOURNAL OF SEISMOLOGY,SCIE,1.6,,J SEISMOL,1383-4649,1573-157X,1.6,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101
Journal of Thermal Science and Engineering Applications,SCIE,1.6,,J THERM SCI ENG APPL,1948-5085,1948-5093,1.6,THERMODYNAMICS|Q3|50/76
Lymphatic Research and Biology,SCIE,1.6,,LYMPHAT RES BIOL,1539-6851,1557-8585,2.4,PHYSIOLOGY|Q4|68/85
PACIFIC CONSERVATION BIOLOGY,SCIE,1.6,,PAC CONSERV BIOL,1038-2097,2204-4604,1.5,ECOLOGY|Q3|130/195
TOWN PLANNING REVIEW,SCIE,1.6,,TOWN PLAN REV,0041-0020,1478-341X,1.8,URBAN STUDIES|Q3|44/77
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,SCIE,1.6,,ASSAY DRUG DEV TECHN,1540-658X,1557-8127,2.2,PHARMACOLOGY & PHARMACY|Q3|259/354
ATMOSPHERE-OCEAN,SCIE,1.6,,ATMOS OCEAN,0705-5900,1480-9214,2.0,OCEANOGRAPHY|Q3|41/65
Birth Defects Research,SCIE,1.6,,BIRTH DEFECTS RES,2472-1727,2472-1727,2.7,TOXICOLOGY|Q4|90/106
CANADIAN JOURNAL OF PLANT PATHOLOGY,SCIE,1.6,,CAN J PLANT PATHOL,0706-0661,1715-2992,1.9,PLANT SCIENCES|Q3|138/265
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,SCIE,1.6,,CELEST MECH DYN ASTR,0923-2958,1572-9478,1.8,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q3|70/135"
Central European Public Administration Review,SCIE,1.6,,CENT EUR PUBLIC ADM,2591-2240,2591-2259,0.8,PUBLIC ADMINISTRATION|Q3|55/91
CULTURAL GEOGRAPHIES,SCIE,1.6,,CULT GEOGR,1474-4740,1477-0881,1.9,GEOGRAPHY|Q2|75/171
HEAT TRANSFER ENGINEERING,SCIE,1.6,,HEAT TRANSFER ENG,0145-7632,1521-0537,1.9,THERMODYNAMICS|Q3|50/76
IEEE PERVASIVE COMPUTING,SCIE,1.6,,IEEE PERVAS COMPUT,1536-1268,1558-2590,2.8,TELECOMMUNICATIONS|Q3|86/119
International Journal of Industrial Engineering Computations,SCIE,1.6,,INT J IND ENG COMP,1923-2926,1923-2934,1.9,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|65/106
IRRIGATION AND DRAINAGE,SCIE,1.6,,IRRIG DRAIN,1531-0353,1531-0361,1.7,WATER RESOURCES|Q3|90/127
JOURNAL OF NEAR INFRARED SPECTROSCOPY,SCIE,1.6,,J NEAR INFRARED SPEC,0967-0335,1751-6552,1.8,SPECTROSCOPY|Q3|26/44
Journal of Signal Processing Systems for Signal Image and Video Technology,SCIE,1.6,,J SIGNAL PROCESS SYS,1939-8018,1939-8115,1.5,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
PLANT MOLECULAR BIOLOGY REPORTER,SCIE,1.6,,PLANT MOL BIOL REP,0735-9640,1572-9818,1.7,PLANT SCIENCES|Q3|138/265
SOUTH AFRICAN JOURNAL OF ECONOMICS,SCIE,1.6,,S AFR J ECON,0038-2280,1813-6982,1.6,ECONOMICS|Q2|273/597
SYNAPSE,SCIE,1.6,,SYNAPSE,0887-4476,1098-2396,1.9,NEUROSCIENCES|Q4|261/310
Traffic Injury Prevention,SCIE,1.6,,TRAFFIC INJ PREV,1538-9588,1538-957X,2.3,TRANSPORTATION|Q4|44/57
CLINICAL EEG AND NEUROSCIENCE,SCIE,1.6,,CLIN EEG NEUROSCI,1550-0594,2169-5202,1.9,PSYCHOLOGY|Q3|59/92
Conservation & Society,SCIE,1.6,,CONSERV SOC,0972-4923,0975-3133,2.5,ENVIRONMENTAL STUDIES|Q4|140/182
ECONOMICA,SCIE,1.6,,ECONOMICA,0013-0427,1468-0335,2.1,ECONOMICS|Q2|273/597
Journal of Clinical Medicine Research-Canada,SCIE,1.6,,J CLIN MED RES-CAN,1918-3003,1918-3011,N/A,"MEDICINE, GENERAL & INTERNAL|Q2|124/325"
Journal of Electromagnetic Engineering and Science,SCIE,1.6,,J ELECTROMAGN ENG SC,2671-7255,2671-7263,1.4,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
NEUROREPORT,SCIE,1.6,,NEUROREPORT,0959-4965,1473-558X,1.6,NEUROSCIENCES|Q4|261/310
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,SCIE,1.6,,SCAND J GASTROENTERO,0036-5521,1502-7708,2.3,GASTROENTEROLOGY & HEPATOLOGY|Q3|106/143
ANALYTICAL LETTERS,SCIE,1.6,,ANAL LETT,0003-2719,1532-236X,1.9,"CHEMISTRY, ANALYTICAL|Q3|78/106"
Biointerphases,SCIE,1.6,,BIOINTERPHASES,1934-8630,1559-4106,1.9,"MATERIALS SCIENCE, BIOMATERIALS|Q4|47/53"
Ethnobiology and Conservation,SCIE,1.6,,ETHNOBIOL CONSERV,2238-4782,2238-4782,1.5,BIODIVERSITY CONSERVATION|Q3|40/74
Journal of Mind and Medical Sciences,SCIE,1.6,,J MIND MED SCI,2392-7674,2392-7674,0.9,"MEDICINE, GENERAL & INTERNAL|Q2|124/325"
Journal of Transport and Land Use,SCIE,1.6,,J TRANSP LAND USE,1938-7849,1938-7849,2.5,TRANSPORTATION|Q4|44/57
Practice Periodical on Structural Design and Construction,SCIE,1.6,,PRACT PERIOD STRUCT,1084-0680,1943-5576,1.4,"ENGINEERING, CIVIL|Q3|108/181"
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY,SCIE,1.6,,P I MECH ENG J-J ENG,1350-6501,2041-305X,1.8,"ENGINEERING, MECHANICAL|Q3|109/180"
Zdravstveno Varstvo,SCIE,1.6,,ZDRAV VARST,0351-0026,1854-2476,1.4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|273/403"
ANTICANCER RESEARCH,SCIE,1.6,,ANTICANCER RES,0250-7005,1791-7530,1.8,ONCOLOGY|Q4|253/322
AUSTRAL ECOLOGY,SCIE,1.6,,AUSTRAL ECOL,1442-9985,1442-9993,1.7,ECOLOGY|Q3|130/195
GEMS & GEMOLOGY,SCIE,1.6,,GEMS GEMOL,0016-626X,2376-4473,2.4,MINERALOGY|Q2|15/30
Genes & Genomics,SCIE,1.6,,GENES GENOM,1976-9571,2092-9293,1.7,GENETICS & HEREDITY|Q3|143/191
Information Security Journal,SCIE,1.6,,INF SECUR J,1939-3555,1939-3547,1.8,"COMPUTER SCIENCE, INFORMATION SYSTEMS|Q3|168/249"
International Journal of E-Planning Research,SCIE,1.6,,INT J E-PLAN RES,2160-9918,2160-9926,1.5,REGIONAL & URBAN PLANNING|Q4|45/54
JOURNAL OF AMBULATORY CARE MANAGEMENT,SCIE,1.6,,J AMBUL CARE MANAG,0148-9917,1550-3267,1.3,HEALTH CARE SCIENCES & SERVICES|Q3|112/174
Journal of Electrical Engineering & Technology,SCIE,1.6,,J ELECTR ENG TECHNOL,1975-0102,2093-7423,1.4,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
JOURNAL OF IMMUNOLOGICAL METHODS,SCIE,1.6,,J IMMUNOL METHODS,0022-1759,1872-7905,1.9,IMMUNOLOGY|Q4|152/181
NETWORKS & SPATIAL ECONOMICS,SCIE,1.6,,NETW SPAT ECON,1566-113X,1572-9427,2.1,TRANSPORTATION SCIENCE & TECHNOLOGY|Q3|46/72
Organogenesis,SCIE,1.6,,ORGANOGENESIS,1547-6278,1555-8592,2.5,"ENGINEERING, BIOMEDICAL|Q4|95/122"
Cardiovascular Engineering and Technology,SCIE,1.6,,CARDIOVASC ENG TECHN,1869-408X,1869-4098,2.1,"ENGINEERING, BIOMEDICAL|Q4|95/122"
CHEMOECOLOGY,SCIE,1.6,,CHEMOECOLOGY,0937-7409,1423-0445,2.0,ECOLOGY|Q3|130/195
CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,SCIE,1.6,,CURR THER RES CLIN E,0011-393X,1879-0313,1.8,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|137/189"
Journal of Clinical Virology Plus,SCIE,1.6,,J CLIN VIROL PLUS,2667-0380,2667-0380,1.6,VIROLOGY|Q4|33/41
Journal of Geophysics and Engineering,SCIE,1.6,,J GEOPHYS ENG,1742-2132,1742-2140,1.9,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101
JOURNAL OF INTERVENTIONAL CARDIOLOGY,SCIE,1.6,,J INTERV CARDIOL,0896-4327,1540-8183,1.9,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|137/220
Journal of Medical and Biological Engineering,SCIE,1.6,,J MED BIOL ENG,1609-0985,2199-4757,1.8,"ENGINEERING, BIOMEDICAL|Q4|95/122"
Journal of Property Investment & Finance,SCIE,1.6,,J PROP INVEST FINANC,1463-578X,1470-2002,1.5,"BUSINESS, FINANCE|Q3|125/231"
Scientific Drilling,SCIE,1.6,,SCI DRILL,1816-8957,1816-3459,1.2,"GEOSCIENCES, MULTIDISCIPLINARY|Q3|165/253"
Transplant Immunology,SCIE,1.6,,TRANSPL IMMUNOL,0966-3274,1878-5492,1.5,TRANSPLANTATION|Q3|20/31
Accounting Perspectives,SCIE,1.6,,ACCOUNT PERSPECT,1911-382X,1911-3838,1.9,"BUSINESS, FINANCE|Q3|125/231"
ACTA OPTICA SINICA,SCIE,1.6,,ACTA OPT SIN,0253-2239,0253-2239,1.1,OPTICS|Q3|79/119
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,SCIE,1.6,,CHINESE J GEOPHYS-CH,0001-5733,0001-5733,1.4,GEOCHEMISTRY & GEOPHYSICS|Q3|55/101
ELECTRICAL ENGINEERING,SCIE,1.6,,ELECTR ENG,0948-7921,1432-0487,1.7,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
Information and Computer Security,SCIE,1.6,,INF COMPUT SECUR,2056-4961,2056-4961,2.1,"COMPUTER SCIENCE, INFORMATION SYSTEMS|Q3|168/249"
International Journal of Breast Cancer,SCIE,1.6,,INT J BREAST CANCER,2090-3170,2090-3189,1.9,ONCOLOGY|Q4|253/322
International Journal of Population Data Science (IJPDS),SCIE,1.6,,INT J POPUL DATA SCI,N/A,2399-4908,N/A,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q2|81/263"
Journal of Micro-Bio Robotics,SCIE,1.6,,J MICRO BIO ROBOT,2194-6418,2194-6426,1.5,ROBOTICS|Q3|34/46
JOURNAL OF SENSORY STUDIES,SCIE,1.6,,J SENS STUD,0887-8250,1745-459X,1.8,FOOD SCIENCE & TECHNOLOGY|Q3|126/173
MethodsX,SCIE,1.6,,METHODSX,N/A,2215-0161,2.1,MULTIDISCIPLINARY SCIENCES|Q2|61/134
Middle East Fertility Society Journal,SCIE,1.6,,MIDDLE EAST FERTIL S,1110-5690,2090-3251,1.5,REPRODUCTIVE BIOLOGY|Q4|32/39
Revista Portuguesa de Cardiologia,SCIE,1.6,,REV PORT CARDIOL,0870-2551,0304-4750,1.5,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|137/220
WATER INTERNATIONAL,SCIE,1.6,,WATER INT,0250-8060,1941-1707,2.6,WATER RESOURCES|Q3|90/127
Chinese Journal of Urban and Environmental Studies,SCIE,1.6,,CHIN J URBAN ENV STU,2345-7481,2345-752X,1.2,URBAN STUDIES|Q3|44/77
ELECTROMAGNETIC BIOLOGY AND MEDICINE,SCIE,1.6,,ELECTROMAGN BIOL MED,1536-8378,1536-8386,1.8,BIOPHYSICS|Q4|60/77
ISIJ INTERNATIONAL,SCIE,1.6,,ISIJ INT,0915-1559,1347-5460,1.8,METALLURGY & METALLURGICAL ENGINEERING|Q2|44/90
Journal of Ocean Engineering and Marine Energy,SCIE,1.6,,J OCEAN ENG MAR ENER,2198-6444,2198-6452,N/A,"ENGINEERING, OCEAN|Q3|11/18"
Journal of Public Mental Health,SCIE,1.6,,J PUBLIC MENT HEALTH,1746-5729,2042-8731,1.4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|273/403"
LICHENOLOGIST,SCIE,1.6,,LICHENOLOGIST,0024-2829,1096-1135,1.3,PLANT SCIENCES|Q3|138/265
NeuroSci,SCIE,1.6,,NEUROSCI-BASEL,N/A,2673-4087,1.5,NEUROSCIENCES|Q4|261/310
Team Performance Management,SCIE,1.6,,TEAM PERFORM MANAG,1352-7592,1758-6860,2.1,MANAGEMENT|Q3|280/401
WETLANDS ECOLOGY AND MANAGEMENT,SCIE,1.6,,WETL ECOL MANAG,0923-4861,1572-9834,1.6,WATER RESOURCES|Q3|90/127
Archives of Endocrinology Metabolism,SCIE,1.6,,ARCH ENDOCRIN METAB,2359-3997,2359-4292,1.8,ENDOCRINOLOGY & METABOLISM|Q4|149/186
Asia Pacific Allergy,SCIE,1.6,,ASIA PAC ALLERGY,2233-8276,2233-8268,1.7,ALLERGY|Q3|27/39
INTERNATIONAL JOURNAL OF CONTROL,SCIE,1.6,,INT J CONTROL,0020-7179,1366-5820,1.8,AUTOMATION & CONTROL SYSTEMS|Q3|58/84
JOURNAL OF INVASIVE CARDIOLOGY,SCIE,1.6,,J INVASIVE CARDIOL,1042-3931,1557-2501,1.5,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|137/220
Journal of Neuroscience Psychology and Economics,SCIE,1.6,,J NEUROSCI PSYCHOL E,1937-321X,2151-318X,1.4,"PSYCHOLOGY, MULTIDISCIPLINARY|Q2|109/218"
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,SCIE,1.6,,MICROSYST TECHNOL,0946-7076,1432-1858,1.6,"PHYSICS, APPLIED|Q3|131/179"
AQUATIC MICROBIAL ECOLOGY,SCIE,1.6,,AQUAT MICROB ECOL,0948-3055,1616-1564,1.4,MICROBIOLOGY|Q4|140/161
ARCTIC ANTARCTIC AND ALPINE RESEARCH,SCIE,1.6,,ARCT ANTARCT ALP RES,1523-0430,1938-4246,1.9,"GEOGRAPHY, PHYSICAL|Q3|41/65"
International Journal of Surgical Oncology,SCIE,1.6,,INT J SURG ONCOL,2090-1402,2090-1410,2.3,ONCOLOGY|Q4|253/322
Journal for Specialists in Group Work,SCIE,1.6,,J SPEC GROUP WORK,0193-3922,1549-6295,1.6,"PSYCHOLOGY, CLINICAL|Q3|110/180"
Journal of Water Sanitation and Hygiene for Development,SCIE,1.6,,J WATER SANIT HYG DE,2043-9083,2408-9362,1.6,WATER RESOURCES|Q3|90/127
Jurnal Tribologi,SCIE,1.6,,J TRIBOLOGI,2289-7232,2289-7232,1.2,"ENGINEERING, MECHANICAL|Q3|109/180"
MOLECULAR PHYSICS,SCIE,1.6,,MOL PHYS,0026-8976,1362-3028,1.6,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL|Q3|26/40"
NETWORKS,SCIE,1.6,,NETWORKS,0028-3045,1097-0037,3.7,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|65/106
Qualitative Market Research,SCIE,1.6,,QUAL MARK RES,1352-2752,1758-7646,2.1,BUSINESS|Q3|210/302
Water Practice and Technology,SCIE,1.6,,WATER PRACT TECHNOL,N/A,1751-231X,1.3,WATER RESOURCES|Q3|90/127
Canadian Geriatrics Journal,SCIE,1.6,,CAN GERIATR J,N/A,1925-8348,2.7,GERIATRICS & GERONTOLOGY|Q4|57/74
Technology Innovation Management Review,SCIE,1.6,,TECHNOL INNOV MANAG,1927-0321,1927-0321,2.9,MANAGEMENT|Q3|280/401
TRANSPORTATION RESEARCH RECORD,SCIE,1.6,,TRANSPORT RES REC,0361-1981,2169-4052,1.9,TRANSPORTATION SCIENCE & TECHNOLOGY|Q3|46/72
Collnet Journal of Scientometrics and Information Management,SCIE,1.6,,COLLNET J SCIENTOMET,0973-7766,2168-930X,1.4,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|65/160
Iranian Journal of Medical Sciences,SCIE,1.6,,IRAN J MED SCI,0253-0716,1735-3688,1.8,"MEDICINE, GENERAL & INTERNAL|Q2|124/325"
Journal of Advanced Concrete Technology,SCIE,1.6,,J ADV CONCR TECHNOL,1346-8014,1347-3913,2.1,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q4|331/438"
Journal of Aging Research,SCIE,1.6,,J AGING RES,2090-2204,2090-2212,3.1,GERIATRICS & GERONTOLOGY|Q4|57/74
Journal of Human Capital,SCIE,1.6,,J HUM CAPITAL,1932-8575,1932-8664,1.8,ECONOMICS|Q2|273/597
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,SCIE,1.6,,J PLANT BIOCHEM BIOT,0971-7811,0974-1275,1.7,PLANT SCIENCES|Q3|138/265
RADIO SCIENCE,SCIE,1.6,,RADIO SCI,0048-6604,1944-799X,1.7,TELECOMMUNICATIONS|Q3|86/119
Revista Espanola de Medicina Nuclear e Imagen Molecular,SCIE,1.6,,REV ESP MED NUCL IMA,2253-654X,N/A,1.2,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q3|122/204"
Romanian Journal of Internal Medicine,SCIE,1.6,,ROM J INTERN MED,1582-3296,2501-062X,1.7,"MEDICINE, GENERAL & INTERNAL|Q2|124/325"
Statistica,SCIE,1.6,,STATISTICA,0390-590X,1973-2201,1.7,STATISTICS & PROBABILITY|Q1|38/168
Visitor Studies,SCIE,1.6,,VISIT STUD,1064-5578,1934-7715,2.3,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q3|82/139"
CHINESE JOURNAL OF ELECTRONICS,SCIE,1.6,,CHINESE J ELECTRON,1022-4653,2075-5597,1.1,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
IET Energy Systems Integration,SCIE,1.6,,IET ENERG SYST INTEG,N/A,2516-8401,2.0,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
International Journal of Innovation and Technology Management,SCIE,1.6,,INT J INNOV TECHNOL,0219-8770,1793-6950,2.2,MANAGEMENT|Q3|280/401
International Journal of Intelligent Engineering Informatics,SCIE,1.6,,INT J INTELL ENG INF,1758-8715,1758-8723,1.3,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|Q3|125/169"
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,SCIE,1.6,,MATER CORROS,0947-5117,1521-4176,1.8,METALLURGY & METALLURGICAL ENGINEERING|Q2|44/90
Toxicology and Environmental Health Sciences,SCIE,1.6,,TOXICOL ENV HEALTH,2005-9752,2233-7784,N/A,TOXICOLOGY|Q4|90/106
Communicable Diseases Intelligence,SCIE,1.6,,COMMUN DIS INTELL,0725-3141,2209-6051,1.5,INFECTIOUS DISEASES|Q4|100/132
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,SCIE,1.6,,ECHOCARDIOGR-J CARD,0742-2822,1540-8175,1.7,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|137/220
International Journal of Food Engineering,SCIE,1.6,,INT J FOOD ENG,2194-5764,1556-3758,2.0,FOOD SCIENCE & TECHNOLOGY|Q3|126/173
International Maritime Health,SCIE,1.6,,INT MARIT HEALTH,1641-9251,2081-3252,1.5,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|273/403"
Iranian Journal of Biotechnology,SCIE,1.6,,IRAN J BIOTECHNOL,1728-3043,1728-3043,1.8,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q4|141/174
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,SCIE,1.6,,J IRRIG DRAIN ENG,0733-9437,1943-4774,1.8,WATER RESOURCES|Q3|90/127
Sensor Review,SCIE,1.6,,SENSOR REV,0260-2288,1758-6828,1.6,INSTRUMENTS & INSTRUMENTATION|Q3|48/76
Australian Journal of Civil Engineering,SCIE,1.6,,AUST J CIV ENG,1448-8353,2204-2245,1.8,"ENGINEERING, CIVIL|Q3|108/181"
Canadian Pharmacists Journal,SCIE,1.6,,CAN PHARM J,1715-1635,1913-701X,2.0,PHARMACOLOGY & PHARMACY|Q3|259/354
Central European Business Review,SCIE,1.6,,CENT EUR BUS REV,N/A,1805-4862,1.5,BUSINESS|Q3|210/302
JOURNAL OF ENVIRONMENTAL ENGINEERING,SCIE,1.6,,J ENVIRON ENG,0733-9372,1943-7870,1.8,ENVIRONMENTAL SCIENCES|Q4|282/358
Journal of Oleo Science,SCIE,1.6,,J OLEO SCI,1345-8957,1347-3352,1.8,FOOD SCIENCE & TECHNOLOGY|Q3|126/173
Journal of Superconductivity and Novel Magnetism,SCIE,1.6,,J SUPERCOND NOV MAGN,1557-1939,1557-1947,1.6,"PHYSICS, CONDENSED MATTER|Q3|55/79"
Biophysics and Physicobiology,SCIE,1.6,,BIOPHYS PHYSICOBIOL,N/A,2189-4779,1.4,BIOPHYSICS|Q4|60/77
Electrical Engineering & Electromechanics,SCIE,1.6,,ELECTR ENG ELECTROME,2074-272X,2309-3404,0.9,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|239/352"
Journal of Gastrointestinal Cancer,SCIE,1.6,,J GASTROINTEST CANC,1941-6628,1941-6636,1.4,ONCOLOGY|Q4|253/322
Organization Technology and Management in Construction,SCIE,1.6,,ORGAN TECHNOL MANAG,1847-5450,1847-6228,1.7,MANAGEMENT|Q3|280/401
SOIL & SEDIMENT CONTAMINATION,SCIE,1.6,,SOIL SEDIMENT CONTAM,1532-0383,1549-7887,2.4,ENVIRONMENTAL SCIENCES|Q4|282/358
Advances in Astronomy,SCIE,1.6,,ADV ASTRON,1687-7969,1687-7977,1.3,ASTRONOMY & ASTROPHYSICS|Q3|51/84
Aerosol Science and Engineering,SCIE,1.6,,AEROSOL SCI ENG,2510-375X,2510-3768,1.6,ENVIRONMENTAL SCIENCES|Q4|282/358
AIMS Environmental Science,SCIE,1.6,,AIMS ENVIRON SCI,2372-0344,2372-0352,1.7,ENVIRONMENTAL SCIENCES|Q4|282/358
Future Cardiology,SCIE,1.6,,FUTUR CARDIOL,1479-6678,1744-8298,1.6,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|137/220
GROWTH HORMONE & IGF RESEARCH,SCIE,1.6,,GROWTH HORM IGF RES,1096-6374,1532-2238,1.7,ENDOCRINOLOGY & METABOLISM|Q4|149/186
Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,SCIE,1.6,,ITAL J AGROMETEOROL,2038-5625,2038-5625,1.2,METEOROLOGY & ATMOSPHERIC SCIENCES|Q4|90/110
Journal of Vascular Access,SCIE,1.6,,J VASC ACCESS,1129-7298,1724-6032,1.9,PERIPHERAL VASCULAR DISEASE|Q3|65/96
MICROELECTRONICS RELIABILITY,SCIE,1.6,,MICROELECTRON RELIAB,0026-2714,1872-941X,1.6,"PHYSICS, APPLIED|Q3|131/179"
Preventive Nutrition and Food Science,SCIE,1.6,,PREV NUTR FOOD SCI,2287-1098,2287-8602,N/A,NUTRITION & DIETETICS|Q4|90/114
Systems Engineering,SCIE,1.6,,SYSTEMS ENG,1098-1241,1520-6858,2.0,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|65/106
ACTA HISTOCHEMICA ET CYTOCHEMICA,SCIE,1.6,,ACTA HISTOCHEM CYTOC,0044-5991,1347-5800,1.8,CELL BIOLOGY|Q4|187/205
